topology,target,BC1,BC2,BC3,BC4,BC5,BC6,P2.csv0,P2.csv1,P2.csv2,P2.csv3,P2.csv4,P2.csv5,P2.csv6,P2.csv7,P2.csv8,P2.csv9,P2.csvmean,P2.csvstd,time,P1.csv0,P1.csv1,P1.csv2,P1.csv3,P1.csv4,P1.csv5,P1.csv6,P1.csv7,P1.csv8,P1.csv9,P1.csvmean,P1.csvstd,A2.csv0,A2.csv1,A2.csv2,A2.csv3,A2.csv4,A2.csv5,A2.csv6,A2.csv7,A2.csv8,A2.csv9,A2.csvmean,A2.csvstd,H2.csv0,H2.csv1,H2.csv2,H2.csv3,H2.csv4,H2.csv5,H2.csv6,H2.csv7,H2.csv8,H2.csv9,H2.csvmean,H2.csvstd,N_H2.csv0,N_H2.csv1,N_H2.csv2,N_H2.csv3,N_H2.csv4,N_H2.csv5,N_H2.csv6,N_H2.csv7,N_H2.csv8,N_H2.csv9,A1.csv0,A1.csv1,A1.csv2,A1.csv3,A1.csv4,A1.csv5,A1.csv6,A1.csv7,A1.csv8,A1.csv9,A1.csvmean,A1.csvstd,H1.csv0,H1.csv1,H1.csv2,H1.csv3,H1.csv4,H1.csv5,H1.csv6,H1.csv7,H1.csv8,H1.csv9,H1.csvmean,H1.csvstd,N_H1.csv0,N_H1.csv1,N_H1.csv2,N_H1.csv3,N_H1.csv4,N_H1.csv5,N_H1.csv6,N_H1.csv7,N_H1.csv8,N_H1.csv9
0,0,0,1,0,0,0,0,-29.24056066949414,-138.7500991460867,-84.0826418655043,-17.329143696357423,94.05286352664648,168.42704667240196,222.9591451471953,331.71945604855466,325.9941102434375,365.489598572461,123.92397748332544,195.2893517115291,17.0,33.98817545295704,1.6044561515597682,-5.054595670346097,44.06121532275704,16.9677216364082,41.70425713177031,17.614908176927344,11.017570708269137,27.60605600823515,-1.4241444627937516,18.80856204557441,2190.6971698057987,0.0004286583367187,0.0004418446390624,0.0003120015917968,0.000459417396875,0.0003208624589843,0.0003589061679687,0.0001232644906249,-4.390012109375003e-06,4.931076562500003e-06,0.0001208550527343,0.0002566351199218,0.003131969583952,-0.0107783126831054,-0.0129067230224609,0.0377642822265625,-0.0463533782958984,0.017255859375,-0.0285468292236328,0.0260997009277343,0.0165041732788085,-0.0181308364868164,0.0124598693847656,-0.0006632194519042,0.1911155809933985,-4.3182373046875e-05,-7.900238037109375e-05,-9.052276611328124e-05,-2.62451171875e-05,-0.0001005172729492,-8.739471435546875e-05,-7.785797119140625e-05,-6.85882568359375e-05,-4.306793212890625e-05,-4.0283203125e-05,0.0007399910722656,0.0002536472980468,0.00058223645,0.000667060571875,0.0003671439732421,0.0004754830113281,0.0001831913402343,0.0002086539960937,0.0006112571816406,0.0002225496773437,0.000431121457207,0.013932054273141,-0.0272056198120117,0.0285952758789062,-0.0170101928710937,0.0047227096557617,0.000717430114746,-0.0065374374389648,0.0086467742919921,-0.0019731521606445,0.008126106262207,0.0026886749267578,7.7056884765625e-05,0.1125116058713018,0.0010456085205078,0.0007154083251953,0.0013734054565429,0.0008339309692382,0.0011413955688476,0.0006763076782226,0.0006044769287109,0.0008790969848632,0.0007122039794921,0.0015395355224609
1,4,1,0,0,0,0,0,4.688379688126172,-11.086054407817578,78.21683090776132,208.3042247217656,119.19286343073829,102.42726171412345,100.57384112656172,77.95862253403125,141.70601800807188,91.4958614491914,91.34778491725534,86.36339432275898,11.0,-258.81378721654653,-149.37215099116406,-69.72162475815938,-203.2768423217848,-7.152276984533981,180.7736981895086,239.54022239015936,216.62727730663903,224.6112560856461,285.92007309877465,45.91358447985391,3310.4905767765663,0.0010895662126562,0.0017506742835937,0.0018899831464062,0.0018023656265625,-0.0033129394984374,-0.00066898288125,-0.0002671840041406,-0.0018254837679687,-0.001424823615625,0.0024660566207031,0.0001499232122499,0.0026582105717568,0.01109619140625,-0.000990982055664,-0.007758674621582,-0.0017218017578125,0.0437641525268554,-0.0294390487670898,-0.0179518508911132,0.0023875045776367,0.0054240036010742,0.0241717529296875,0.0028981246948242,0.0921852612552258,5.53131103515625e-06,-9.220123291015626e-05,-7.694244384765626e-05,-1.811981201171875e-05,-7.709503173828125e-05,-0.000107192993164,-6.832122802734375e-05,-0.0001105499267578,2.17437744140625e-06,-2.910614013671875e-05,-8.4385063671875e-05,0.0001704987673828,0.0001383061691406,3.850081386718751e-05,5.065974609374999e-06,5.652169804687499e-05,0.0001892437257812,-6.827192617187502e-05,0.0002164371285156,-4.219209765624999e-06,6.576980777343752e-05,0.0054855158426954,-0.0005424880981445,0.0258257675170898,0.0064334869384765,-0.0207513427734375,0.0666953659057617,-0.0460932159423828,-0.0190444564819335,-0.0031396484375,0.0066013717651367,0.0554949188232421,0.0071479759216308,0.189418150607225,0.0005613708496093,0.000771141052246,0.0010400390625,0.0007508087158203,0.0015385818481445,0.0002928924560546,0.0009354400634765,0.0004624938964843,0.0010956192016601,0.0005638122558593
1,4,1,0,0,0,0,0,-79.75242363590469,-102.49699912727306,-108.841425883425,-23.252773567173048,106.59925071174686,190.03403959276952,162.60617577329688,188.63531087203123,197.0203861366797,199.1798724128125,72.9731413285561,147.1961196891946,20.0,-116.15488887022734,147.74815600656993,-80.59656806218828,156.19156029467695,161.23371530635663,136.17612469124415,-95.69995004055976,-9.475903660787496,-70.75649746427578,-89.04093014467148,13.96248180561376,3321.94122357096,0.0010908528911718,0.0029202475414062,0.002025963876875,0.0009062649523437,0.0007822775003906,0.0028635480449218,0.0015073333259375,-0.0002301470695312,0.00032761316875,0.002356440365625,0.001455039459789,0.0023234081589081,0.0033735656738281,0.0263838958740234,0.0170357513427734,-0.04831787109375,0.0040034103393554,0.0098147201538085,-0.001692771911621,0.0102792358398437,-0.0075452423095703,-0.0034785842895507,0.000985610961914,0.0862135309416271,-8.106231689453125e-05,-6.53839111328125e-05,-2.025604248046875e-05,-0.0001668548583984,-6.103515625e-07,-8.525848388671876e-05,-0.0001107788085937,-1.041412353515625e-05,-5.535125732421875e-05,-0.0001011657714843,6.79034390625e-05,0.0001603680289062,0.0002370806701171,0.00013798435625,0.0001115173050781,0.0002010573789062,0.0001923846939453,0.0001238292326171,0.0003408695476562,0.0002046188402343,0.0001777613492773,0.0054071153140838,-0.0017391204833984,0.0385023117065429,0.0366340637207031,-0.0747082901000976,0.0014379501342773,0.0072365188598632,0.023530044555664,0.0106379318237304,-0.0297267913818359,-0.0212205123901367,-0.0009415893554687,0.1754701308077639,0.0002223968505859,0.0014477920532226,0.000600357055664,0.0012939834594726,0.0003720092773437,0.000724868774414,0.0010898208618164,0.0004249191284179,0.0014413452148437,0.0006169509887695
1,3,0,0,0,1,0,0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.0051397705078125,0.0190163803100585,-0.0096014785766601,0.0004896163940429,-0.0291815185546875,-0.0065577316284179,-0.0039397430419921,0.0004762649536132,0.0322881317138671,-0.0056241607666015,-0.0007774009704589,0.1173009425785995,-5.863189697265625e-05,-6.679534912109376e-05,-8.4381103515625e-05,-5.53131103515625e-05,-2.483367919921875e-05,-0.0001517868041992,-3.5858154296875e-05,-2.826690673828125e-05,-2.471923828125e-05,-0.0001620864868164,,,,,,,,,,,,,-0.0060528564453125,0.0449609375,-0.0109105682373046,-0.0119162368774414,-0.0592876815795898,-0.0186725234985351,-0.0146755218505859,0.0099223709106445,0.0479773330688476,0.0107152557373046,-0.0007939491271972,0.2714951117125376,0.0006787872314453,0.000960464477539,0.0002735900878906,0.0010497283935546,-7.51495361328125e-06,0.0016486358642578,0.0004583740234375,0.001192626953125,0.0006361770629882,0.0008345794677734
0,0,0,0,1,0,0,0,7.004736868882032,7.175159449441407,6.756447437286329,8.49245176321875,7.679919860032031,5.175165965882422,7.499357214842969,7.759618872164843,7.254542571669141,11.380000992208592,7.617740099562853,12.951757360429474,11.0,12.3510859594875,9.279575838887109,17.034895451727735,9.661930240714844,17.36990252744961,24.631379631328123,14.790447019009768,9.698039360798829,8.295562394235938,13.291870624523437,13.64046890481629,148.25722635296762,0.0002647993027343,0.0002701170976562,0.00027157786875,0.0003002528117187,0.0002339575999999,0.0003177082222656,0.0003530454332031,0.000338947184375,0.0002999614425781,0.0003396523136718,0.0002990019276953,0.0015872469295937,-0.0017221450805664,-0.0093767547607421,0.0061839294433593,-0.0039119338989257,-0.0045750427246093,0.0058980178833007,-0.0016390991210937,0.001683120727539,-0.0327424240112304,0.0803606414794921,0.0040158309936523,0.2046012785505849,,,,,,,,,,,0.0001177165626953,0.0001107592792968,0.0003650485570312,0.0001196981664062,0.0001864801675781,0.0001162855357421,0.0001236199257812,0.0001268765507812,6.7971530859375e-05,-5.43829318359375e-05,0.0001280073344335,0.0026048150552996,0.000610122680664,-0.0161840057373046,0.01641357421875,-0.0120214462280273,0.0090157318115234,-0.0005809783935546,0.006868782043457,-0.0109724044799804,-0.0071653366088867,0.0328390884399414,0.0018823127746582,0.1111236593260287,,,,,,,,,,
0,0,0,0,0,0,0,1,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0542694854736328,0.0266609954833984,-0.0117401885986328,0.0373113250732421,-0.0320380020141601,0.0433215713500976,-0.0420397186279296,0.0250739669799804,-0.0028281021118164,-0.0137451171875,0.0084246215820312,0.2526807305451932,,,,,,,,,,,,,,,,,,,,,,,-0.0346783065795898,0.0276280212402343,0.0233735275268554,-0.0089056396484375,0.0239936065673828,-0.0197907638549804,0.011278076171875,-0.0010535430908203,-0.0060317230224609,0.012243309020996,0.0028056564331054,0.1536911572932457,,,,,,,,,,
0,2,0,0,0,0,0,1,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0117029953002929,-0.0353042221069336,-0.0126796340942382,0.0133560562133789,0.005151252746582,-0.004606590270996,0.0125062561035156,-0.0136455154418945,-0.0352796936035156,0.0265299224853515,-0.0032269172668457,0.123529829027924,,,,,,,,,,,,,,,,,,,,,,,0.0200208663940429,-0.0009042739868164,-0.0093562316894531,0.025057029724121,-0.0169728469848632,0.0035483932495117,0.0085807800292968,-0.0148543167114257,0.0272578811645507,0.0018813323974609,0.0044258613586425,0.1505436574433462,,,,,,,,,,
0,1,0,0,0,0,0,1,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0321156311035156,-0.0426480102539062,-0.0091550827026367,0.0254495620727539,0.0459821701049804,-0.0319885635375976,-0.0854800033569335,0.0278247451782226,0.0637875366210937,0.0033391189575195,0.0029227104187011,0.2959728798307028,,,,,,,,,,,,,,,,,,,,,,,-0.0178650665283203,-0.0051861953735351,0.0218925857543945,-0.0068243026733398,-0.0215151596069335,0.0013382720947265,0.0357974243164062,-0.0086973571777343,-0.0219509124755859,0.0022340774536132,-0.0020776634216308,0.1158805533245179,,,,,,,,,,
1,1,1,0,0,0,0,0,-204.75051588433595,-190.7197622379297,-148.1806434982578,-73.3983938284457,93.46458183712384,185.92554445871875,333.1300306392578,375.3979579303906,455.0872091285937,440.2276552510156,126.61836637961316,255.9749990080448,2.0,-20.0681358637793,28.647250216343743,13.989884523967584,54.22052119524609,168.2186112131535,258.610946336818,-46.44819506559218,185.57550882478984,75.24963016378086,-58.84731999434492,65.91487015503833,2798.11147985054,0.0002818236599218,0.0003101004992187,0.0002179744560156,0.0002569014466406,4.947186875e-05,0.0001077822445312,7.4140911484375e-05,-4.8025747890625e-05,-0.0001201191402343,-6.606365648437501e-05,0.0001063986541953,0.0010913152981801,-0.0781549453735351,0.024314956665039,0.0282947921752929,-0.0348528671264648,-0.0004341888427734,0.0445575714111328,-0.0446393203735351,0.0214160919189453,0.0124272155761718,-0.0207716369628906,-0.0047842330932617,0.0980059185083375,-0.0001515579223632,-2.46429443359375e-05,-0.000119285583496,-6.755828857421875e-05,-6.198883056640625e-05,1.8310546875e-06,-2.613067626953125e-05,-0.0001515197753906,-0.0001211547851562,-2.170562744140625e-05,9.74082515625e-05,0.0004409649386718,0.0001653154109375,-2.0339062109374995e-05,0.0003610566558593,8.440203984375e-05,0.0001549989148437,0.0001018006945312,0.0002648924921875,0.0001725235476562,0.0001823023883984,0.0058874358665687,-0.0303940200805664,-0.0190164947509765,0.011105842590332,0.0372542572021484,-0.0254713439941406,0.0206464385986328,0.0045573425292968,0.0004091262817382,-0.0078119659423828,0.015232925415039,0.0006512107849121,0.1749618549835367,0.0012532043457031,0.0007901763916015,0.0004628372192382,0.0008787155151367,0.0002151489257812,0.0016698837280273,0.000501480102539,0.0016637802124023,0.0004146575927734,0.0011854171752929
0,4,1,0,0,0,0,0,174.65860598118593,27.15307676182656,-95.52464650407656,-156.43967870883515,-227.0911314204844,-297.11408966140624,-285.62710230667966,-246.34123849042967,-202.5355277611172,-85.67681164363125,-139.45385437536476,164.0308807829894,10.0,-56.21681365192187,-186.73324598710428,-29.69413779386601,31.859078260895707,233.73003821586997,304.8037383930707,540.4148243557759,372.7280272492379,368.4868817484773,304.9468339671649,188.43252247576,2912.167529072915,-0.00068683576875,-0.0007627306179687,-0.0007218871089843,-0.0005952672792968,-0.0006738512,-0.0006696628421875,-0.0007557516484375,-0.0005855090820312,-0.0006408602273437,-0.0005423553011718,-0.0006634711076171,0.0014872193450916,-0.0031570053100585,0.008056297302246,0.005182991027832,0.0039371490478515,0.0027797317504882,0.0044369888305664,0.0059332275390625,0.0172650146484375,0.0021276473999023,0.0067625427246093,0.0053324584960937,0.1806055583568922,-5.863189697265625e-05,-6.679534912109376e-05,-8.4381103515625e-05,-5.53131103515625e-05,-2.483367919921875e-05,-0.0001517868041992,-3.5858154296875e-05,-2.826690673828125e-05,-2.471923828125e-05,-0.0001620864868164,-0.0005985688726562,-0.00061204139375,-0.0004867079613281,-0.0005320225132812,-0.0004624027753906,-0.0006310686074218,-0.0004281844605468,-0.0004177421835937,-0.0005092918738281,-0.0004970193679687,-0.0005175050009765,0.0048362773148406,-0.0024205017089843,-0.0014453125,-0.0019518280029296,0.002261619567871,-0.0048952484130859,-0.0054885101318359,-0.0189729309082031,0.0048762130737304,-0.0123029327392578,-0.0049209976196289,-0.0045260429382324,0.1965281706246675,0.0006787872314453,0.000960464477539,0.0002735900878906,0.0010497283935546,-7.51495361328125e-06,0.0016486358642578,0.0004583740234375,0.001192626953125,0.0006361770629882,0.0008345794677734
